openalex_id,pmid,doi,title,abstract,year,journal,authors,type,cited_by_count,domain_query
W7154898177,42002552,10.1038/s41598-026-48309-5,Social and emotional learning in artificial agents,"Social and emotional intelligence are fundamental to human cognition, yet current artificial agent frameworks typically treat these capabilities separately, limiting their ability to generate authentic social interactions. We present SELAgents (Social and Emotional Learning Agents), a novel framework that integrates emotional processing, theory of mind, and social learning within a unified reinforcement learning architecture. The framework combines a three-dimensional emotional state space (Pleasure-Arousal-Dominance model), Bayesian belief networks for mental state inference, and game-theoretic social strategy selection. Through systematic experiments with populations of 10 heterogeneous agents over 200 timesteps (30 independent runs), we demonstrate significant improvements over traditional reinforcement learning baselines: emotional intelligence scores increased by 49% (0.73 ± 0.08 vs 0.49 ± 0.11, $$p < 0.001$$), social coherence improved by 66% (0.68 vs 0.41, $$p < 0.001$$), and resource allocation efficiency reached 87% (vs 62% baseline, $$p < 0.001$$). Agents exhibited emergent behaviors including emotional contagion effects (correlation strength $$\gamma = 0.72$$ in dense networks) and stable coalition formation (4.3 ± 1.2 agents per coalition). Ablation studies revealed that theory of mind capabilities contributed most significantly to performance (31.2% degradation when removed), followed by emotional processing (28.7%) and social strategies (22.4%). These results suggest that integrating emotional processing with social learning mechanisms produces more sophisticated agent behaviors that exhibit patterns consistent with human social dynamics. We provide our complete implementation as open-source software to facilitate further research. This study assumes perfect observability of emotional states, representing an upper bound on achievable performance; extending the framework to partial observability settings remains an important direction for future work.",2026,Scientific Reports,Nicolás Torres,article,0,D2
W3006377823,,,System Architecture for Distributed Control Systems and Electricity Market Infrastructures.,"Societal interests and environmental considerations continue to fuel the evolution of the modern energy grid. As we move towards a system with increased and decentralized integration of renewable energies, the dynamic and volatile nature of these renewables need to be considered. This calls for a paradigm shift not only in the planning and operation of our energy grid, but also in the way energy is consumed, marketed, and distributed. That is, mechanisms are needed to control grid demand when needed to ensure the important balance of demand and supply on the grid. Much theoretical work exists to address these challenges, including new control strategies focused on optimization of networked resources, strategies that focus on optimizing behaviors, and dierent game-theoretic market infrastructures that economically incentivize the use of novel demand response strategies. An agent-based testbed system has thus been architected to allow rapid development of smart agents that implement these control strategies and market infrastructures to test their interactions when deployed in a modern information and communication technology system. The behavior of various roles (e.g. system operator, demand response aggregators, and residential homes) can be programmed in the form of Python applications that communicate over the MQTT protocol. The use of a graph databases for cyber-physical energy system modeling is demonstrated as a conguration and management tool for running distributed co-simulations. A web application for monitoring and control for each role is backed by relational and graph databases. All system components can be adapted for dierent purposes and then deployed using Docker containers. Two use case scenarios were implemented and demonstrated the information system's ability to simulate dynamic pricing DR programs and emergency DR programs utilizing the multi-agent system. Testing distributed agents in the presented virtual Smart Grid testbed is shown to help develop these smart agents and validate their feasibility and ecacy at scale without having to physically implement the supporting sensor and control infrastructures; thus, the testbed system can bridge the implementation gap between theoretical models and actual systems.",2018,ScholarSpace (University of Hawaii at Manoa),Holm Smidt,dissertation,0,D2
W4407374412,,10.53022/oarjms.2022.3.1.0041,Financial modeling for evaluating pricing mechanisms in global carbon trading and markets,"Financial modeling plays a critical role in evaluating pricing mechanisms in global carbon trading and markets, enabling stakeholders to make informed decisions that align with climate goals and economic priorities. As carbon trading becomes a pivotal tool for mitigating greenhouse gas emissions, the complexity of pricing mechanisms requires robust analytical frameworks to assess their efficiency, fairness, and scalability. This paper explores the application of financial modeling techniques to evaluate carbon pricing strategies, including cap-and-trade systems, carbon taxes, and offset markets, focusing on their impact on market stability and environmental effectiveness. The study highlights the use of quantitative financial models, such as stochastic optimization and game theory, to simulate carbon market dynamics and predict price behavior under varying regulatory and economic scenarios. By incorporating factors such as emission caps, compliance costs, and market liquidity, these models provide insights into price volatility and risk management strategies. Additionally, the integration of machine learning algorithms enhances the predictive accuracy of pricing models, offering real-time adjustments to market fluctuations. This paper also examines the role of financial modeling in assessing the effectiveness of carbon pricing mechanisms in incentivizing emission reductions. Models are utilized to evaluate the cost-effectiveness of carbon credits, the distributional impacts of pricing policies, and their alignment with global climate commitments, such as the Paris Agreement. Furthermore, the study explores the implications of linking regional carbon markets and the challenges of harmonizing pricing mechanisms across jurisdictions. Despite the advancements in financial modeling, challenges remain, including data availability, the complexity of global market structures, and regulatory uncertainties. The paper proposes a strategic roadmap for enhancing the robustness of financial models through improved data integration, interdisciplinary collaboration, and regulatory support. The findings underscore the importance of financial modeling as a decision-support tool in global carbon markets, driving transparency, accountability, and sustainability. By optimizing pricing mechanisms, financial modeling contributes to the efficient allocation of resources and the acceleration of global efforts to combat climate change.",2022,Open Access Research Journal of Multidisciplinary Studies,Ajibola Joshua Ajayi; Experience Efeosa Akhigbe; Nnaemeka Stanley Egbuhuzor; Oluwole Oluwadamilola Agbede,article,0,D2
W4406337265,,10.24821/fenomen.v1i2.10734,PERANCANGAN VISUAL NOVEL KAMPANYE EDUKASI KHASIAT TEH HERBAL UNTUK REMAJA PUTRI,"Menjadi cantik merupakan impian semua wanita tidak terkecuali remaja putri. Namun banyak keterbatasan yang dimiliki oleh remaja malah mengantarkan mereka pada solusi yang memiliki efek negatif. Teh herbal menjadi salah satu opsi solusi yang tidak memiliki efek negatif, sebab tidak meninggalkan efek ketergantungan dan harga yang lebih terjangkau. Untuk menyampaikan pesan ini, visual novel dipilih sebagai media untuk mengedukasi remaja-remaja ini, terutama dengan maraknya game otome di kalangan remaja putri pada era ini, dengan cerita yang menarik secara narasi dan karakter yang menarik secara visual bagi demografis remaja putri. Metode analisis yang digunakan pada perancangan visual novel ini adalah 5W + 1H. Visual novel akan menceritakan tentang kehidupan remaja putri dan keluh kesah yang mereka rasakan terkait kesehatan dan kecantikan mereka.Visual Novel As A Campaign for Health Benefits of Herbal Tea to Teenage GirlsHaving a beautiful appearance is a dream of all womens not excluding the teenage girls. But, with all the limitation that a teenager have, it more often than not lead them to a solution that comes with a negative side effects. Herbal tea is one of the solution to female beauty that doesn't come with a negative effect, the reason being it will not leave any addictive effects and more light on the price. To spread this message, visual novel is chosen as a media for educating these teenage girls, especially with how otome games are one of the trending genre of games among the teenage girl demographic, with interesting story driven narrative and visually appealling character. The analysis method that is being used for this project is 5W + 1H. The visual novel will tell a story about the life of some teenage girls and their struggles regarding their health and beauty.",2023,Fenomen Jurnal Fenomena Seni,Audrey Lia Wardhani; Mochamad Faizal Rochman; Andi Haryanto,article,0,D2
W3186369450,,10.30707/etd2021.20210719070603177807.65,Peering At The Mirror Of Reflection: Agency And Design Thinking In The Development Of Writerly Identities,"I have always valued reflection highly — as a means of developing as a writer and as a life practice — but I have been disappointed by the lack of thought resembling reflection when asking students to write about their writing practices. This dissertation presents the results of a grounded theory study of student reflective assignments through a direct analysis of the themes which emerge from a set of reflections from a course designed around the topic of games – primarily board, card, and video games. This study differs from much of the previous scholarship on reflection in composition in that I analyze what students say in these reflections rather than to analyze the purpose of reflection in reinforcing writing skills or in transferring writing skills to other contexts. The participants in this study were primarily first-year college students enrolled in a writing course with a curriculum focused on genre study and activity theory. The results of this study suggest that while many students tended to distance themselves from their work, through “I” claims and passive voice, these strategies may be important ways developing a sense of reflection. Other students demonstrated greater engagement with their work, taking ownership of their composing processes and using design thinking in their reflections. However, a tension between design thinking and engagement may prevent students from fully using both of these in reflective writing. An important finding in this project is that students must claim agency in order to develop texts that show strong evidence of reflective thought. While they also demonstrate evidence of design thinking, partly due to the nature of the design process as one of making deliberate choices, students are more likely to resort to strategies intended to satisfy the instructor when they lack a sense of control over their work, whether due to the constraints of an assignment or due to their own unwillingness to make the decisions associated with taking ownership of a project. I also advocate for an understanding of reflection that recognizes the desire of students to make social connections through their reflective writing. Although students frequently invoked surface claims that they tailored their work from an audience, their reflections revealed a deeper desire for connections with their classmates and with potential readers.",2021,,Elizabeth Jones,dissertation,0,D2
W3049981869,,10.11575/prism/38089,"The Lai, the Fae, and Spaces to Play: The Legacy of Medieval Fantasy and Subversions of Gender in the Lais of Marie de France and Le Duché de Bicolline","This thesis will examine the legacy and cultural work of the supernatural fantasy tradition in queering heteronormative society and contemporary gender ideals in both the medieval period and modernity. In her introduction to the 2017 publication The Middle Ages in the Modern World from Oxford University Press, Bettina Bildhauer writes, “the subjects of enquiry pursued by medievalism are of pressing concern in the twenty-first century, not only, but also [sic] to professional historians of the Middle Ages” (2). This project engages with the rising trend of medievalism in twenty-first century academia and trace the literary tradition of the Middle Ages in modern forms of performative storytelling. My research will build upon the work of Tison Pugh and Carolyn Dinshaw in exploring the queerness and gender subversions inherent in medieval literature, and the use of this literary tradition in the evolution of “queer worldmaking” in a contemporary context (Dinshaw MAIMW 304). I specifically examine the queering power of the fae and fantasy in medieval literature and fantasy role-playing games. This thesis grapples with queer spaces and creatures in two distinct storytelling modes: first, the Lais of Marie de France, originating in 12th century England; and second, the live-action role-playing game Le Duché de Bicolline. I will be specifically analyzing my experiences at the week-long summer event Le Grande Bataille, from 2017 to 2019. For the purposes of my study, the lais will represent the fae in medieval popular culture, while Bicolline will embody the pseudo-literary representation of the fae in modern consciousness. I analyze these two seemingly different mediums of storytelling in tandem to reveal their foundations in a shared tradition of supernatural fantasy and oral performance. I posit here that the use of fantasy, particularly through the fae, in both medieval lais and modern modes of storytelling like live action role play (often abbreviated as larp) opens up queer space, which allows societal expectations of gender and the status quo to be played with, challenged, and subverted. These queer spaces can be opened using the fae and Otherworldly elements that speak to audiences, both modern and medieval, in ages of religion, skepticism, superstition, and science.",2020,Open MIND,Kate Anderson,dissertation,0,D2
W2202250253,,,Training for Development,"(ProQuest: ... denotes formulae omitted.)Training for Development Sage Publications, New Delhi, 2011, Pages: 345, Price: ...495 ISBN: 978-81-321-0687-6Training for Development is co-authored by two foremost experts in the area of training and development that profoundly explores the importance of relentless learning for improved day-to - day performance. The purport of training is recapitulated through changing workplaces, increasing tele - density and tele-commuting, greater participation of women in the workforce, globalization of markets, differentiated time zones and outsourcing. The book is a candid onset of the realization that training cannot be a far-reaching change or an elixir for all. It provides a prescription that under expeditious change conditions; organizations should adopt the character of a learning organization that improves system's readiness.The book has been cogently divided into four parts wherein the first part, is an elucidation of the training goals, culture, contexts and overall strategy. The second part, focuses on setting the stage, sharing reflective observ ations, designing and evaluating the overall training program along with the follow on support. The third part, draws attention to the strategic planning and dynamics of developing a training system that creates a supportive institutional climate. The fourth and final part, deals with building competence and partnering and professional networking for achieving major innovation and social development.The rudimentary facets of training augur that training helps in the acquisition of knowledge, motivation and skills and improvement in the job performance. This has actualized huge escalating year on year investments in training. India alone spends over ...200 cr on training while the wealthier counterparts like the USA spend around two times more. With training costs rising, there is a growing need to draw a judgment between training and learning. While training traditionally depends on what the trainer wants to impart, learning centers around what the participants want to learn with their viewpoints having a far-reaching impact. The authors have immaculately depicted the role of trainers as farmers who can nurture the growth of the trainees but cannot predict the extent of growth.Further on, the authors deem that training is an effective intervention in which people can explore and learn to adapt and actively engage in new cultures. Broad cultural generalizations are now creeping in and replacing the prevailing training practices that include the changes in the placement of candidates that saw a shift from personal to a functional basis. Potential disasters associated with training can simply be avoided when orderly goal setting happens. The classic four Ts (task, technology, territory and time) are game changers for any organization and can achieve the best possible changes. The authors go on to propose six different training goals that can be developed on concept-practice and content-process dimensions. The six training goals are laboratory training, activity training, action training, person development training, organization and whole system development. These training goals help in minimizing the discrepancies between individual and organizational interests.The authors have interestingly spelt the need to create clear goals and linking them to the overall training strategy. They posit that preciseness in each training task is the key, contrary to the general belief that something is better than nothing. If organizations tend to settle down for something, they would become directionless and in reality would have no progress achieved. They further entail five strategic issues, i.e., training linked to action, specific goals, planning training specific ations, programming strategy and support strategies that envisage change.The stress on a coherent training strategy becomes all the more important because unsatisfied personal needs or issues tend to perpetuate, create confusion and inherently possess fuzziness. …",2015,South Asian Journal of Management,Madhuri Mahato,article,0,D2
W4417482438,,10.5376/ija.2025.15.0026,"Comprehensive Assessment of Garlic (&lt;i&gt;Allium sativum&lt;/i&gt;) Supplement Diet Applications in Aquaculture and Its Effect on Growth Performance, Nutrition Utilization, Body Composition, Microbiome, and Survival in Different Type of Fishes","Garlic ( Allium sativum ), a bulbous flowering plant in the Allium genus, is celebrated for its diverse culinary and medicinal uses. It&#39;s a natural wonder, garlic&rsquo;s proximate composition records an average of 65% water (compared to over 85% of fresh vegetables), 27.5% carbohydrates, 4.7% fber, 2%~3% organosulfurated compounds, and 2% protein. Scientific studies have revealed garlic&#39;s astonishing impact on aquatic life, especially fish. It&#39;s shown to significantly boost fish growth, reduce mortality rates, and fortify their antioxidant defenses. Allicin, the standout bioactive compound in garlic, is the driving force behind this transformation. It possesses formidable anti-parasitic properties, confirmed effective against notorious foes like freshwater Ich and marine white spot. This revelation holds promise for revolutionizing aquaculture practices. But garlic&#39;s prowess extends further through a treasure trove of organosulfur compounds, including diallyl sulfide, allicin, &gamma;-glutamylcysteine, S-allyl cysteine (alliin), and ajoene. These compounds are associated with various health benefits, from calming inflammation and combating oxidative stress to regulating blood pressure, ameliorating hyperlipidemia, and enhancing endothelial function. In the world of aquaculture, research findings unveil the potential of garlic to be a game-changer. This comprehensive review consolidates existing knowledge on the impact of garlic on fishes. It sheds light on crucial aspects such as growth performance, nutrient utilization, body composition, and survival rates, underscoring garlic supplements&#39; potential to reshape the aquaculture industry. In reviewed studies, garlic supplementation improved weight gain in Nile tilapia by up to 22%, enhanced feed conversion ratio (FCR) by approximately 15%, and increased survival rates to over 95% under bacterial challenge conditions. In rainbow trout, diets containing 2%~3% garlic extract increased body protein content by 6%~8% while reducing lipid deposition by nearly 10%. Similarly, juvenile sturgeon fed 0.5% garlic extract showed a rise in lipid levels from 4.8% to 6.1%, while tilapia fed 3% garlic powder achieved the highest protein levels and the lowest body fat compared to controls. These quantitative outcomes confirm garlic&rsquo;s measurable role in boosting growth, nutrient utilization, and survival in aquaculture species.",2025,International Journal of Aquaculture,Alsajjad H. Alghaya; C. Manjulatha; Ahmad Zakiyy Bin Mohamed,article,0,D2
W4387058760,37818423,10.3389/fpsyg.2023.1287404,"Editorial: Searching for meaning in work and life: happiness, wellbeing and the future of organizations","Finding meaning in one's work and in one's life is a quest that has a powerful resonance in an era that 11 values holistic fulfilment. This research topic invited cross-disciplinary contributions to shed light on 12 the future of organizations seen through a meaning-making lens to employment across a number of 13 different organisational contexts. We received a series of insightful research pieces that untangle the 14 web of connections between happiness, well-being, and the workings of organizations. 15Starting with a provocative stance, Pelligra and Sacco's postulation is that, in a post-scarcity society, 16where people are increasingly looking for meaning in the workplace, meaning and purpose are 17 increasingly eluding work in ever more complex organisations. Drawing on anthropologist David 18 Graeber's notion of ""bullshit jobs"", the authors identify the root causes of meaningless, unsatisfying 19 work in the design and conditions of many of today's jobs. The design of many jobs is such that 20 individuals cannot see the value they are adding to society and they themselves come to consider their 21 employment useless to society and, thus, meaningless. This has significant repercussions on people's 22 wellbeing. The authors point out that the economic argument for compensating workers for dis-utility 23 has seriously underestimated the more complex psychological needs of human beings for self-worth, 24 trust and agency in the workplace. On the flipside, they warn against the risk of burnout for those 25 whose jobs are so meaningful that they can give too much of themselves, especially those creating 26 social value. 27For the sceptics out there, who see the world as a zero-sum game, Parent-Lamarche, Dextras-Gauthier 28 and Julien offer reassurance that HRM practices do not have to exist in order to squeeze every last drop 29 of productivity out of employees at the expense of employee wellbeing. In pursuing an optimal state of being, Clapp, Karwowsky and Hancock's research breathes life into the 54 elusive concept of psychological flow. This delicate equilibrium, with its interplay of task challenge 55 and skill mastery, creates an intrinsic symphony of satisfaction. The study unveils the elements 56 composing this symphony, charting their evolution in professional and leisure domains. With insights 57 gathered through candid semi-structured interviews with transactional workers, the study highlights 58 the flow experience within constrained roles. The discovery of two primary flow types adds depth to 59 the narrative, further enriched as traditional flow dimensions harmonize with participants' personal 60 experiences. 61Thompson's exploration navigates the realm of awe's impact on resilience and well-being. The study's 62 focus on a NASA medical professional-a leader of both minds and hearts-reverberates significantly. 63The intricate dance between awe and resilience, as navigated by this professional amid their role 64 supporting astronauts, opens a window into personal and professional transformation. As awe unfolds 65 its transformative magic, it reveals itself as an elixir for uncovering life's purpose, sowing seeds of 66 gratitude, weaving bonds of connection, and nurturing resilience traits that sustain optimism. This 67 research highlights the ethereal yet tangible threads intertwining awe, resilience, and personal 68 evolution. 69Smaliukiené and colleagues' study takes us into the unique realm of the military service-defined by 70 unwavering dedication to one's nation and the noble aspiration to uplift others. A chorus of duty echoes 71 among the ranks of army reservists, often straddling civilian obligations and military commitments. 72Recent research places the spotlight on the synergy between prosocial motivation and the profoundness 73 of service. The study fills a void in scholarship, offering insights into the latent power of prosocial 74 drive on the tapestry of service's significance. This research forges pathways of understanding, 75 unveiling the mosaic where prosocial motivation intertwines with role fit, self-efficacy, and the socio-76 moral climate of military service. 77 78 These studies collectively weave a tapestry of insight into the often-oversimplified needs of human 79 beings by sharpening our understanding of the convergence of meaning, happiness, and the dynamics 80 of today's organizations. Notably, what emerges from the contributions taken together is a harmonious 81 chorus of findings, all singing from the same hymn sheet: factors such as purpose, autonomy and 82 mutual support, amongst many others, are the golden thread across all contribution. These factors are 83 at heart of thriving in a complex world-where work, family, and personal journey intermingle, 84 creating a symphony of resilience, fulfillment, and flourishing. 85",2023,Frontiers in Psychology,Michela Floris; Lucrezia Casulli; Laura Ferrari,editorial,0,D2
W2096650495,24550858,10.3389/fpsyg.2014.00028,Cognitive behavioral game design: a unified model for designing serious games,"Video games have a unique ability to engage, challenge, and motivate, which has led teachers, psychology specialists, political activists and health educators to find ways of using them to help people learn, grow and change. Serious games, as they are called, are defined as games that have a primary purpose other than entertainment. However, it is challenging to create games that both educate and entertain. While game designers have embraced some psychological concepts such as flow and mastery, understanding how these concepts work together within established psychological theory would assist them in creating effective serious games. Similarly, game design professionals have understood the propensity of video games to teach while lamenting that educators do not understand how to incorporate educational principles into game play in a way that preserves the entertainment. Bandura (2006) social cognitive theory (SCT) has been used successfully to create video games that create positive behavior outcomes, and teachers have successfully used Gardner's (1983) theory of multiple intelligences (MIs) to create engaging, immersive learning experiences. Cognitive behavioral game design is a new framework that incorporates SCT and MI with game design principles to create a game design blueprint for serious games.",2014,Frontiers in Psychology,Katryna Starks,article,154,D6
W1988888496,,10.1002/bult.2006.1720320410,From game studies to bibliographic gaming: Libraries tap into the video game culture,"Take a digital game world, throw it in a blender, add some information and research skills, sift out the word educational and maybe, just maybe, we have a new and effective way to teach our students bibliographic instruction. As the video game industry momentously grows into one of the most dominant forms of digital entertainment, moving from geeky adolescence into a mature entertainment juggernaut reaching audiences young and old, the academic community begins to pay heed. In reality, the recent academic focus on “game studies” is actually a return to an educational examination of video games that began in the 1980s when personal computers and their pre-packaged games began to spread. This re-examination of educational gaming has been spawned by video game ubiquity as well as the commercial success of the gaming industry. There is also significant evidence suggesting that enhanced problem-solving skills and knowledge have become unpredicted byproducts from well-developed stories in games. Subsequently, there are innovative game studies courses and programs popping up all over university curricula and campuses. Programs from communication studies and media studies to English and computer science are all incorporating elements of game studies into their programs. Some new programs are being formed, shyly avoiding the video game label, while others, such as the University of Wisconsin-Madison's groundbreaking Games, Learning & Society Program, boldly proclaim their focus on games. If game studies is becoming a widespread area of research, should information science also be looking at ways of incorporating this area into its field, and if so, how can this integration be appropriately accomplished? In a 2003 poll, 69% of teenagers reported that they spend time playing video games each week and 25% of those polled reported playing at least 11 or more hours per week (Gallup Poll, 2003). Educators and librarians need to be aware of these kinds of statistics if we want to know our users. In truth, librarians and information scientists are already paying attention to the video game phenomenon, either by conscious strategic planning and programming or by fulfilling user requests for information on the fly at the reference desk. Video game sales continue to grow, and as gaming becomes a permanent pastime for teenagers, public libraries in particular are realizing the need to re-examine the scope of their collections and services by looking at the gaming medium from a fresh perspective. New approaches include developing collections of video games, developing and providing special gaining programs by hosting gaming tournaments (otherwise known as LAN parties for the gaming community) and offering gaming advisory services similar to the traditional readers' advisory services provided for the hard core reader seeking recommendations from well-read librarians. (See the papers by Gallaway, Gullett, Neiburger in “For Further Reading.”) Of course there are legitimate concerns surrounding the decision to support or not support video games as a new medium for libraries, including the expense of supporting various gaming platforms. However, many of the arguments against moving into the video game realm seem a little déjà vu, mirroring the arguments against the collection of film and other non-book media in libraries. Librarians who fought to collect films and music are aware that their original arguments supporting these new collections, which insisted that alternative mediums would draw people into the library to expose them to the book collection, have not proved at all accurate. And perhaps that is a good thing. New types of collections invite new types of users, and the library becomes a more multifaceted place. Music lovers are not necessarily readers, nor should it be our mandate to insist that they should be. Of course, video game appreciation has not yet reached the same acceptance level as music appreciation. Nonetheless, with new technologies, the way people use libraries is changing, and the collections and services offered by libraries are consequently changing and evolving to stay relevant and to meet the needs of the public. Along with staying abreast of the latest and greatest video games, it is important for information specialists to be aware of the technologies at work in the video game industry. For library collection purposes, adding video games is not quite as straight forward as purchasing music or film on DVD. There are several platforms or gaming consoles to consider when purchasing games, so deciding which one to support could be a difficult and costly decision. Planning and strategy will be key for the library to be successful in these collection endeavors. Along with the public interest in supporting video games and game playing in libraries, librarians and information scientists are also analyzing video games from the learning theory perspective, particularly in the academic library community where bibliographic instruction plays an important role within curriculum and lifelong learning. The flow of information in the digital age is changing the way publishing takes place, which has an impact on research techniques as new mediums and tools are learned and assimilated into the scholarly research process. As well, as people begin to take on “real” virtual identities online, virtual societal rules are being formed as the rules for the physical world are not always appropriate or sufficient. One area that has recently been identified as something particular to the online world — and specific to video games — involves the development of virtual economies. Non-existent fictional items used in game-play are being bought and sold on eBay (Steinkuehler, 2005). Incredibly, virtual game currencies are at work in our real world. This economic anomaly alone seems to indicate the importance of paying attention to the influence of video games in our society. The power of video games to teach cannot be denied. Scholars in the field of game studies are well aware of the peripheral and accidental learning that goes on behind the scenes as a child, teenager or adult engages in an interactive video game. Harnessing the power and creating the recipe for success are more difficult. Remember the failure of the recent past when educators espoused the glories of edutainment, only to watch as that industry failed to leave the ground. Given that the idea to use games to teach is not a new concept, why should we go down this road again? One reason has to do with the generation of younger people and their use of technology (Prensky, 2001). They are born and bred using games. They are being trained to be visual learners with a preference for active learning and intolerance for purely passive learning in traditional lecture-style teaching. The potential for building a video game to incorporate knowledge and information is appealing to educators. Librarians with an aptitude for technology and an interest in promoting active learning in training modules will find the idea of incorporating library instruction in a video game just as attractive. It's one way to get beyond the boredom that students often associate with library instruction. In the past, educational video games have struggled to prove their effectiveness. There are many reasons for the edutainment bust that occurred shortly after the first wave of excitement about using video games to teach. Companies simply could not sustain themselves and compete with huge commercial gaming companies. As the intelligence and complexity of video games grows, there is again a fierce interest and desire to analyze the learning that results from game play. This interest and the success in the commercial gaming market encourage the educational community to look again at ways to incorporate technology in teaching in order to reach learners in innovative ways. Avoiding past mistakes will be the only way to succeed if we continue to strive to apply gaming in our teaching. One way is to take the focus off learning. We can model our educational games after commercial games. Unexpected learning seems to happen in successful commercial games whose prime goal is to entertain. Also, current developers of gaming products and tools need to be aware of the reasons behind the past failure of edutainment. If developers take the focus off learning objectives and drop the educational adjective in the description of our games, we can simply adopt the Marshall McLuhan adage and trust that the medium is the message. This concept will undoubtedly raise concerns among educators who know well that good teaching begins with clear learning objectives. Also, administrators often demand method to the madness in innovative teaching, especially when a lot of money is being devoted to new and potentially risky endeavors. These concerns are understandable, but we can't simply dismiss the powerful learning that goes on as students interact with complex games full of rich stories, complicated instructions and interfaces. And that is not considering the social skills that are developed through the communication that goes on outside of the game environment in the fan communities. We need to try new approaches if we want to be successful in applying games in education. If we build games that do not focus so much on objectives, the players will be more motivated to play — especially if the objectives of the game do not center on learning particular skills or knowledge, but rather on engaging the player in complete immersion in the game world. Complete immersion will be the best measure for success of an educational game — or any game, for that matter. Librarians stand apart from other educators, as bibliographic instruction in many academic institutions is already located on the periphery of the curriculum. Librarians in the business of bibliographic instruction have the freedom and experience of trying new things because reaching our audiences and getting buy-in from the administrators and learners has always been a struggle. The ideal situation would be if we can incorporate information literacy and research skills into a game that teaches information literacy. Many librarians are aware of and support the argument that bibliographic instruction is most successful at “point of need.” Merging the idea of game-based learning and library instruction flies in the face of the “point of need” theory, but it need not compete with it; instead, the two teaching approaches should compliment each other. Another way to avoid failure in development of games with an eye at educating players in particular concepts is to involve the players in the design and development of the games and to constantly test players throughout every stage of development, getting feedback from users on everything from storyboarding to graphical interfaces. Usability testing is important in any tool — especially one involving interface design, and for the educational video game such testing is also important. Of course, whether a game is “playable” may not result in its ultimate success. Commercial developers and game players will tell you that a good game is one where you lose complete track of time while playing. Wasted efforts will be the greatest fear of educators and librarians involved in game development. In all likelihood, the pedagogy in the game itself will not be a flaw in a failed game — it will be the inability to find that intrinsic fun factor, that magical ingredient that motivates people to play. A user needs to find the game fun or addicting in order for it to be successful. Accomplishing a successful game is going to prove to be the most difficult task of the educational game developer. The fact that game studies programs are becoming very popular will help our endeavor as we will have well trained students — undoubtedly dedicated gamers — who can help us succeed. In fact, the next wave of commercial video game development is moving into player design — where game players actually build the games they want to play (Borland, 2006). This can only assist us in usability testing as gamers become very articulate about why they find certain games fun. Another benefit of the video game as a learning tool is that the player can go at his or her own pace. Games can be built to adapt to the player's skill level to make it truly interactive. With games, players get immediate feedback. As gaming becomes more popular, players begin to progress into the building mode. We can eventually tap into our students' skills and get their buy-in to our learning games by seeking their help in building the games. Involving players in the development is important, but the developers should also have an interest in games and game-based learning. Developers need to be passionate about teaching and reaching students at a different level — one that is not necessarily measurable in traditional ways. Finding ways to measure game design effectiveness will be the next difficult task for educators and game developers. Understanding common learning patterns will be important. For instance, people do not begin a new game by first reading the manual from cover to cover. Most players prefer to learn the basic moves in the game and then begin the exploration on their own. The learning is completely interactive and immersive. The unknown and the discovery factor in learning and playing a game are a big part of the appeal. Being thrown into a new environment and learning to survive is half the fun. Imagine if our students viewed learning how to use the library in the same light as they do learning how to navigate around a new world in a video game. They need not fear it — the discovery should be fun. If we can borrow techniques from video games, libraries might be able to push past their intimidating reputations. Another reason the video game is potentially an excellent framework to teach information literacy skills, has to do with the fact that many game players often partake in secondary research to assist them in their game play. Secondary material supporting game play is vast — many current scholars in game studies are taking a close look at the skills players develop in seeking out information and at ethnographic analysis of the communities formed around particular games. This secondary literature goes beyond simple strategies and game cheats. Much fan-written fiction and literature is completely extraneous to what was conceived by the original game designers (Steinkuehler, 2005). Another interesting phenomenon involves websites devoted to classic video games. Nostalgic programmers and players have developed software to support original games of the 70s and 80s. This software enables the now 30-something child who grew up playing games on the original PCs to emulate their experience as a child. Finding game literature could be an excellent search topic for librarians to use in order to interest students when teaching basic research skills. The topic is meaningful and fun because the skills players learn in their independent gaming research are completely transferable to the academic world. The proliferation of game studies programs on campuses creates the potential for librarians and information scientists to tap into groups already developing and evaluating games. Some librarians may have an aptitude and desire to learn new skills, but for many, creating a good teaching tool that is fun and effective will be the prime concern, so making use of resources that are already available will be key. A wonderful aspect of the gaming community is a natural inclination to share knowledge. Also, a new thrust for user-driven games will only encourage the proliferation of free support material and software. There are many open source tools available for game development. Similarly, those librarians interested in using games to teach would benefit by sharing templates and game engines that can be easily adapted for other libraries. We know that our users are gaming. Let's tap into these skills and interests and use games to teach. Let's add interesting gaming-related programs to our public libraries in order to encourage information literacy and help our libraries evolve the way they need to in this next phase of the information age.",2006,Bulletin of the American Society for Information Science and Technology,Christy Branston,article,30,D6
